Name,Comment,Likes,Time,Reply Count
@MaladyKayjo,This is why I only use during afternoons and sleep when it's wearing off so I sleep easier but it's out of me by the time first big rem hits,0,2024-03-11T12:44:10Z,0
@PoshMurder,"I have CPTSD and a variety of other conditions. I'm prescribed cannabis here in the UK, and it greatly improves my quality of life. I've been a daily consumer for a very long time now, over a decade, and without cannabis I'm unlikely to be able to do a whole lot, not due to the daily usage as one is quick to judge me on, though my conditions themselves.
Autism, CPTSD, Anxiety, Depression, slipped discs in my back, diverticular disease (condition of the large intestine), etc.

I've accomplished a lot in my life thanks to the relief cannabis provides. My quality of sleep would most definitely be diminished without it, especially if 7-9 hours is meant to be the 'goldilocks zone' for sleep duration (before I started consuming cannabis I was sleeping around 12 hours, whereas now it's within that 7-9 hours range most of the time).",0,2024-03-11T11:56:18Z,0
@sirrickthe2nd583,"I have been smoking all day, everyday, for 25 years. I never slept before weed, unless I was on prescription mood or behavioral drugs. Weed allowed me to become a functioning, successful adult without having to take prescription drugs, that are ruining modern society.  I only wake up frequently now because I am old and I have to pee.",0,2024-03-11T10:36:39Z,0
@80club45,"I have been an avid smoker for the past 20 years, this year I decided to quit for good and noticed that every time I sleep, I dream all the time as of before I never or seldomli did",0,2024-03-11T09:31:06Z,0
@Sebrof3,I work with a guy who smokes weed every night! He comes in the next a.m on time every time! The takes at least a 2 hour nap! LOL,0,2024-03-11T09:08:05Z,0
@johnchiappone2163,What whiteboard software do you use?,0,2024-03-11T08:49:05Z,0
@commissionhunter,I remember having panic and anxiety type attacks which put me into very scary depression state.... a few hits later and I felt ok again.....,0,2024-03-11T06:14:16Z,0
@erikshimandle4947,"This video is complete trash. I have never had an issue. Everytime i have used my weed pen before bed, i sleep better than usual. 
I typically only use it right before bed and take one big hit, enough to get me tipsy ish, but not high. 
Marijuana likely only qffects your sleeo if you use it more than once per day and use it to get high. Once you build up a tolerence, your body will likely crave that as a minimum to function normally, just like any other substance. The key to good usage of anything now days is moderation.",0,2024-03-11T05:43:41Z,0
@user-uu6vg1xv6o,I don't want to hear about CBD it's a waste of money,0,2024-03-11T05:24:39Z,0
@K.J.Ray421,"I'll admit I don't stay sleeping as much as I'd like to, and falling asleep is sometimes difficult. But as for my dreams, I dream every night and they are very vivid dreams that I can remember. I have, however, smoked in the middle of the night, because I had vivid nightmares I wanted to go away, and it helped with that. In the last 15 year or so, I've only had one 7 day break from weed back in 2016, when I went on vacation in Finland and England. But I was so tired from the trip that I slept great those nights.",0,2024-03-11T03:16:42Z,0
@Josiah-ve6su,This is based on false info from 1734 in the journal of science. Weed is the bets drug ever it make all my problems go away the only problem is you.,2,2024-03-11T02:34:15Z,0
@deadlined1833,It puts me to sleep and stops my dreams. Mostly nightmares from my ptsd.,0,2024-03-11T01:18:13Z,0
@tylulia1039,As someone with chronic insomnia THC has been a life saver!,0,2024-03-10T23:33:52Z,0
@ZippyTripped,I don’t think I spend much time in REM sleep because I don’t dream now. On the other hand my dreams are super duper vivid and scary so I’ll take it.,0,2024-03-10T23:33:36Z,0
@shlemet,everytime i use it i feel like i sleep better,0,2024-03-10T22:09:36Z,0
@n1ck_knack,100% experienced all that firsthand. Weed totally screwed up my sleep. My memory was so bad for a long time,0,2024-03-10T21:55:26Z,0
@2high2die12,Ive never had dreams though only when im close to waking up,0,2024-03-10T21:42:01Z,0
@godless-greg,"I have pretty severe ADHD.   I use Sativa in the morning to give me a boost.    After work maybe a hybrid, then a indica at bed time.   All vapes.     I'm trying to monitor the results with my watch when I sleep.   🤔     I really should start a Google Sheet for this!   🤯",0,2024-03-10T19:11:17Z,0
@A-FrameWedge,"Does opposite for me keeps me up at night, even tried CBD with THC that is made for sleep, what works for one person doesn’t necessarily work for another. 

I worked in the Sleep medicine field and have done probably a hundred MSLT’s which are 5 naps (4 naps would be given if patient was taking very long to fall asleep or not sleeping at all) given during the day after the patient spends the night at our Sleep facility so we know they slept at least the minimum required hours, so we know they are not sleepy during the day from lack of sleep. These tests were done to determine if someone has narcolepsy or for other reasons, many times it was done so the patient could be prescribed a drug like Provigil, which is an expensive drug to keep people alert during the day.",0,2024-03-10T18:47:47Z,0
@donawheeler,"I use THC and GABA and dream in a sleep cycle that’s perfect for me .
I was within these in Hospital last year for about 4 weeks 
No rebound 🎉",0,2024-03-10T18:03:35Z,0
@janethmartinez8224,Woah,0,2024-03-10T17:45:32Z,0
@gabrielstewart6426,"Long term, heavy use smoker here. Smoking weed has been more of a stimulant to me. Literally stay up more than 24hrs with a quality strain and something to keep the brain active.
When I was a child I had bad dreams, waking terrors. It does stop dreams for better and worse.
Eating weed does knock me out, but I found out a different psychoactive compound is created when digested.",0,2024-03-10T17:38:15Z,0
@HowieeiwoH,"When you access the usefulness of a drug, going with anecdotal evidence is of limited value.",0,2024-03-10T16:41:17Z,0
@MisterCrabs-mg6gq,"Dreams being turned off or suppressed by weed is an absolute truth. And when I stop using periodically, dreams come back in vivid forms. So does morning wood! Crazy how it works.",0,2024-03-10T16:35:39Z,0
@BlueCatBuilds,"Everyone is different, but I think most people can move past their problems without the help of substances.. is reality too scary for you? Is reality not good enough? :)",0,2024-03-10T16:35:20Z,0
@Vbcjbb,I haven't had a vivid dream or nightmares since I was in high school 15 years ago. Maybe some people enjoy dreams but I personally have suffered in my dreams and much prefer to keep them blocked out if I can.,0,2024-03-10T14:30:52Z,0
@benSfft,It just amazing how you put words (and drawings 🤪) on what I really experienced when smoking every night before going to sleep and how I am now as I quit for a while (especially dreams that kicked me back). Very great video !,1,2024-03-10T13:21:58Z,1
@SaleemKhN-uj6yz,https://youtube.com/@1Raisni?si=zMFiTCMOlUWmc5mW,0,2024-03-12T10:58:43Z,
@Magpira,i find I experience the opposite when it comes to dreams.  I'm a 24/7 smoker and dream every single night.  I remember all of them pretty clearly and quite often have the same dreams.,0,2024-03-10T13:18:30Z,0
@beeswaxlover,"Nice vid, something to consider.. less REM is not a problem, the deeper sleep cycles are way more important and REM is just visited on the way to deeper sleep.  A lot of people do have trouble getting to the deeper sleep levels for many reasons. Less time in REM is not a problem if that time is spent in theta or delta sleep.  People who can dive and stay in Delta sleep are the people who can function on just 4 hours sleep per night. Not many can do this though. Most spend 8 or 10 hours sleeping and wake up not rested because they cant get to the few hours of delta sleep they need.",0,2024-03-10T12:33:04Z,0
@BOREDFU,"It's not addictive but people are addicted 🤔😂
I smoke the tiniest bit in a pipe at night. I feel great from it. That's how medication works. 
Not rolling joint after joint and smoking from the moment you wake up till the moment you fall asleep. That's addiction bro. At that point you're no better than a baghead 😂",0,2024-03-10T11:23:26Z,0
@duellcollins7989,"I'm gonna tell you right now that is only a small very small percentage. I will not let you lie with bs. Now true over long usage you do need more thanks to tolerance. Here is where self discipline comes into play and does not have addiction except to those weak minds. Where yes we do have that in most of the YOUNGER generations today. Thanks to their lack of discipline rather you want to admit it or not. When you start to get to a certain point you are to quit for a month to three months letting your tolerance come down. The same exact thing happens with any sleep aid. That even means melatonin. CBD doesn't do much except help with memory health. It is the THC that does most of the work. Of course people like you will lie for money cause you are either a weak minded feind or a sell out. I have ran into thousands like you before. But, I can promise you it is no where near as bad or dangerous as cigarettes, nicotine vapes, alcohol, hallucinogens, energy drinks, heroine, opium, morphine, other drugs of that nature, and various forms of speed.",0,2024-03-10T11:15:25Z,0
@nazzalie1375,I've been an on and off user my whole life and I've experienced all of this first hand. This video is so spot on. I'm currently pregnant and haven't smoked for 4 months and I sleep so much better than when I'm using and I'm dreaming again. They were pretty intense to start with but they've settled to the normal level now x,0,2024-03-10T10:37:02Z,0
@jugzmcbulge4107,Watching this while taking my final bong rips of the night,0,2024-03-10T08:49:53Z,0
@BrianPreis,"I have ADD a specific combination of THC and CBD help me sleep, I do find some correlations for your findings in this video. I would be interested in finding a replacement but I do not know what to replace it with. Melatonin, Benadryl, or magnesium just doesn't cut it.",0,2024-03-10T08:47:56Z,0
@liamkane5453,Nah I definitely still have dreams even when I'm smoking. I only don't if I smoke right before going to bed,0,2024-03-10T08:35:32Z,0
@NordeggSonya,The cannabis we buy at the dispensaries is milky ie gets you high.  I grow my own and I make sure to let my plants die of old age so to speak.  I want my trichomes brown/amber and that knocks me out.  I have three days of night shift and then I have to transition to two days of day shift.  Also I have anxiety and depression.  I have been microdosing mushrooms and taking the cannabis and I feel great.  I can go to sleep quickly and then wake up three times to pee and get back to sleep quickly.  I wake up ready to hit the floor running.  Without the cannabis I would not be able to do four part time jobs.,0,2024-03-10T07:56:59Z,0
@susannpatton2893,"😂😂😂😂
This is not true at all.  
😂😂😂😂😂",0,2024-03-10T07:51:52Z,0
@Eviljoker367,"I was a everyday smoker, my rem sleep was horrible and caused me to have seizures, it was causing frontal lobe seizures, my body would be awake but my brain would go to sleep and cause me to walk around doing random things and freaking out and then cause me to drop and have a grand maul seizure, my last one put me in a coma for 2 weeks. Doctors have been telling me not getting enough rem sleep would cause frontal lobe seizures and is a non epileptic seizure but because I was freaking and stressing out during frontal lobe seizure ( I remember nothing from all frontal lobe seizures) I would drop and have a grand maul and that classed me as epileptic. Now that I’ve stopped smoking weed I dream again and haven’t had seizure for a few months since getting out of hospital. The frontal lobe seizure anyone who smokes before bed can have as dude said here rem sleep goes bad and doctors told me that can cause the frontal lobe seizure. So the best thing I did was stop smoking everyday especially before bed make sure I’m sober. I have depression and have for a long time but after the coma I have PTSD from the ICU and weed only makes it worse. I also have 4 or 5 friends who experience the same seizures and are heavy everyday smokers and  have frequent seizures because they smoke everyday.
Mine would start with a sense of Deja vu and what I thought was an anxiety attack then Everything would go black and I would wake up in hospital. I have now no license and cannot work as risk of hurting people and myself during seizures. Smoking to much ruined my life",0,2024-03-10T07:31:22Z,0
@SparkyJohn111,"I take three to four tokes for a good nights sleep.
I am thinking about using THC based oil instead of smoking.",0,2024-03-10T07:18:22Z,0
@shanfracis8214,yall are bad at sleeping i have dreams every night . good sleep too .,0,2024-03-10T07:09:05Z,0
@desiretress,"4:25 marijuana will affect your sleep like a lot of other psychiartic medication, if you stop taking it suddently it can trigger a lot of stuff, just reduce the amount every few weeks like any other psychiatric drugs until you can stop taking it",0,2024-03-10T07:02:06Z,0
@chehystpewpur4754,idk man. id like to believe this but everything points to your wrong. atleast in my case.,0,2024-03-10T06:53:18Z,0
@SirWhiteFireO,11 years heavy daily smoker. Might try and stop.,0,2024-03-10T06:48:35Z,0
@kylirochelle,"As someone who consumes an above average amount of thc, and has wildly vivid dreams, I can’t imagine what my dreams would be like if I stopped smoking.",0,2024-03-10T06:31:18Z,0
@2LaMort,I’m so happy I found this video! A decade ago I was thrown into acute benzodiazepine withdrawal and thc oil literally saved my life. Now I think I’ve traded weed for benzos so I need to take a break. At least cold-turkeying weed can’t kill you. But I can’t wait to dream again! I miss it so much.,0,2024-03-10T05:47:28Z,0
@IbocC64,"I am 41 and I have been smoking multiple times daily for 21 years. Usually from a bong. Aside from the first week that I used it or when I quit for a short period of time and then return, it has never affected my sleep adversely or positively. I don't know if it matters but I have frequent lucid dreams, in color, and I can read, do math and imagine art in my dreams. Sometimes I can even completely control my dream once I realize it is a dream. Its very empowering, but can be very disappointing to wake up from.",0,2024-03-10T05:47:22Z,0
@kencook8819,This is why I'm against legalizing drugs.,0,2024-03-10T05:05:37Z,0
@Ricardofromage,"As a long term smoker i found this very interesting, thanks for the info✌️",0,2024-03-10T04:39:07Z,0
@summerswan3872,Causes psychosis.,0,2024-03-10T04:34:25Z,0
@donjames7971,"There needs to be a discernment in studies using participants who used 'weed' during their teenage years or in their adult years, like myself, which would be helpful .. ?",0,2024-03-10T04:18:12Z,0
@DreadPirarateAndersen,"as a MJ patient, sufferinmg from cronic pain, PTSD, insomnia and Epilepsy, and a special type of IBS symptoms they can't diagnose properly, but stems from Neonatal Atraxi, I kan attest to dropping High doses of Benzodiazepines and a complete stop of Opioids pills, no more anti vomiting/stomac-sedatives, and Migranes are gone, I dream, and it's almost removed all PTSD related Nightmares(I used to not dream, unless it was a nightmare) and replaced sitting up until 8 am wondering why I havent slept for three or four days, when I loose track, to sleeping every single night, at least for a couple of hours(between 3 and 6, where i was used to max 16 -18 hrs of sleep a week) and my mood has improved tremendously..",0,2024-03-10T04:13:58Z,0
@Chikara199,I found that the greens made my sleep worse since it made me more awake. But the brown made me relax and sleep easier. I have vidid dreams and a hard time falling asleep and I recognize that when I was on the brown I dreamt less and that I was sleepier during the day. It was harder to wake up. But without it I am tired all the time because it seem the vidid dreams drains me. Does this study also include the brown or is it only the green?,0,2024-03-10T04:01:31Z,0
@Flockingtheherd,I haven’t smoked weed in probably a year and honestly I slept much better when I was on it. Now I wake up several times throughout the night and my body aches. Plus I’ve actually put on like 20lbs since I’ve stopped. Must be different for everybody,0,2024-03-10T03:56:41Z,0
@donaldlococo954,What organizations funded those scientific studies?  Do not presume just because a study gets published it isn't bull.,0,2024-03-10T03:48:12Z,0
@FreeManFreeThought,"Did not know about the REM aspect until today; explains a lot (will have to do more research though). That said, when insomnia bites; I will definitely take any quantity over somewhat reduced quality.",0,2024-03-10T03:22:09Z,0
@zirzmokealot4600,"Been smoking for 20 years. Ive been going to bed at 10pm and getting up at 5am no alarm every day. No dreams but great sleep.  Im in the best shape of my life at age 37. I dont think we truly understand the plant.  Everbody is different. Nothing is set in stone. Don't let these people try to tell you how your body works. You know how you feel. The ""studies"" they use are very debatable and bias in most cases. If you feel like shit  before, after, or during cannabis use, dont use it. I've quit cannabis a handfull of times for about a week at a time. Withdrawal symptoms are lack of sleep for couple days, cold sweats during those nights , irritability, and slight headache for a few days. It aint shit. I consume alcohol a few times a year. Not my thing for many reasons.",0,2024-03-10T02:38:17Z,0
@Thelastetherborn,It’ll completely help the public by telling them weed prevents them from dreaming….. Cue self medicating for trauma…..,0,2024-03-10T01:08:32Z,0
@darkespeon64,I use it for sleep. And ive gone through and finished rhe withdrawls but without it i cant sleep. Ill be awake for days and days hallucinating. Ill feel tired until i go to bed to which i immidiatly wake up. I started smoking to fix it. Ive come to realize recently that weeds an addiction. But this convinced me thwt its better then going through that again,0,2024-03-10T00:36:12Z,0
@onslaughtmp,I have extremely vivid dreams when I stop.,0,2024-03-09T23:04:27Z,0
@CellaDragon,"I use daily before bed and not only do my dreams still happen, they’re even more outrageous. So works for me 🤷‍♀️",0,2024-03-09T22:58:55Z,0
@Mrjtoth1,"I have had on and off insomnia since I was eight due to pretty rough CPTSD. Between college and my early forties I had only consumed cannabis about 7 times, my sleep was awful. If I did sleep my dreams would often be intense and even leave me uneasy for days sometimes. I made a conscious effort to start cannabis again. Now I still struggle with insomnia but I only have night terrors when I have smoked in three to four days.",0,2024-03-09T22:57:00Z,0
@inaliFTW,"It's nice to finally see people talking about what cannabis actually does. 30 year user here o7. I typically take breaks every few months and a big break every few years. What people also don't talk about is digestion. As I get older, when I start using weed again, the ""munchies"" actually are just a giant influx of new calories and food digestion compared to what you're used to. So it can cause digestion issues, constipation, dehydration from all those things you consume that your body isn't used to. This only lasts a few months and then I think cannabis actually suppresses my desire to over eat, which I do quite a bit off thc.",0,2024-03-09T22:40:14Z,0
@LedByGrace,"Let’s be honest —it’s works for a lot of people. That said, I’m transitioning from smoking it to edibles. It makes sense to do it this way now—give the lungs a long rest. Even Willie Nelson quit smoking weed years ago. He knows",0,2024-03-09T21:37:08Z,0
@user-xs5cy8qv9g,"If I go to bed at 10pm, when can I have the last smoke before having negative effects on my sleep?",0,2024-03-09T21:00:47Z,0
@FSMonster,"I only smoke once a day in the evening and rarely dream. 
When I skip I usually dream either vivid or nightmares. 
I do feel sharper mentally the next day though. 
I intend to decrease my use as I don’t have sleeping problems. I have never increased the amount of weed despite achieving higher tolerance. Balance is the key to everything.",0,2024-03-09T20:03:15Z,0
@swiftmoon2957,I’ve been off edibles and my vape for 4 weeks. I used to vape Fridays and Saturdays only and the nightmares are awful. I can honestly say that so far my sleep is worse than I can ever remember. I am having nightmares and I cannot stay asleep. I am not enjoying bed times at all.,0,2024-03-09T19:57:25Z,0
@Dumbunny420,"Just clicked on this vid to comment, haven't even watched past the ad yet. 
I simply could care less on what weed does to me at this point the world leaders are gonna kill me first",0,2024-03-09T19:27:57Z,0
@somefreshbread,"Thank you SO much for an unbiased, fact-dense, quick video on this topic. I appreciate it so much. Every other paper/video on this topic seems to have been trying to prove what they *want* to be true.",10,2024-03-09T19:24:19Z,1
@SaleemKhN-uj6yz,See my weed plants follow my chanel https://youtube.com/@1Raisni?si=zMFiTCMOlUWmc5mW,0,2024-03-12T10:58:33Z,
@kevknc6517,I am a photographer with adhd who love to smoke. The negative impact is has on my sleep is severe if i smoke to much. I try to stay away from it during week day evenings wich is not easy :),0,2024-03-09T19:13:01Z,0
@ladonmccabe,"I had a massive, 15 year long habit, and I had forgotten what it was like to dream. I have the most insane, vivid dreams now. Kinda neat. I hate waking up every hour tho.",0,2024-03-09T18:54:42Z,0
@whosaidthat5236,So a chronic smoker is 20 times… how about 20 years of daily use? lol single dose daily to little. I’m one of the insomnia people. I would rather get some sleep than none. And when I was 8n grade 7 I was sent for an adhd test with an IQ test. Yup I got ADHD and 120 IQ . So it helps shut my brain off so I can focus way better… well longer I don’t get distracted as much.,0,2024-03-09T17:03:19Z,0
@HAVOK586,"I've had sleep issues since I was a kid, and for me, cannabis helped significantly. I'm not qualified to argue against the clear scientific facts and figures presented in this video, but I'm thankful that, for me, it has made things better, and I probably won't stop anytime soon.",0,2024-03-09T16:52:01Z,0
@Nyx-qw5yh,"I’m someone who lives with severe Mania. While weed doesn’t always help with putting me to sleep, it does seem to have a help with making the mania wear off faster every night. It might be worse seeing how my body handles it without weed, after seeing this video",0,2024-03-09T16:06:43Z,0
@dreadsire5086,THC keeps me from climbing a college campus water tower. It's a good thing.,0,2024-03-09T15:58:53Z,0
@MattCantSpeakIt,"lol to be fair, wendy's are rare in canada... BK are semi-rare in canada,,, and Taco Bell are next to inexistant in Canada... the only 2 I knew around me closed a decade ago... And I haven't seen one since, they could very well be out of canada altogether XD. But yes. we have a LOT of reefer shops :P",0,2024-03-09T14:41:55Z,0
@retqarkn,"I find the less intense dreams to be a benefit. I suffer from several forms of parasomnia, and when I am in the rem state, I  often become quite active. During these episodes, the quality of my sleep is absolutely terrible. My mind and body both remain active, so I wake up feeling as if I never even slept. Smoking regularly has shut off most of those sleep issues.",0,2024-03-09T14:18:03Z,0
@Justp33p,I have smoked almost every day for 20 years. i have always said that i dont dream and people told me i just dont remember them. Glad to see that i was right BUT i would almost suggest that the memory issues is true so take a break,0,2024-03-09T12:21:05Z,0
@user-nm9ou4vi8b,"Regular tolerance breaks and not going to bed high really helped me. I dream even on days I consume weed. I sleep normally, dont wake up groggy etc",0,2024-03-09T12:02:41Z,0
@niblothecactus1735,"I think he got ot wrong, i thin kcbd helps u fall asleep faster casue if i smoke tch before bed i need 1 hour more to fall asleep casue my mind starts overthinking",0,2024-03-09T12:02:24Z,0
@DivergentDroid,1.5 C is 37 F It makes Zero sense your body can drop it's temp by that amount because you would be very cold indeed.,0,2024-03-09T10:01:16Z,0
@ArtemisVega597,"I smoke weed against my Dreams. When i smoke nothing, i Dream really creepy shit. So i smoke weed that indont notice my Dreams at night",0,2024-03-09T09:54:49Z,0
@_.tallman,Is all this true for just general use? Or just specifically when used right before bed? I always give myself like a 2 hour buffer before bed so I can come back down to earth,0,2024-03-09T09:54:49Z,0
@AdamHatmaker,"As someone who has suffered from sleep paralysis since high school. Then lucid dreams in my early adult life. The only time I suffered is when I stopped sleeping. I work 3 rd shift and am able to sleep a couple hours on job. I no longer sleep more then 3 - 4 at a time twice a day. And heavy smoker I guess you'd say but I dream none what so ever thanks to weed. I would have 6-8 boughts of sleep paralysis a night. Everytime I hit that rem stage, unless I got up after the first one and woke up a bit.",0,2024-03-09T09:52:17Z,0
@mitchell9171,"If you don’t have a serious diagnosis to warrant regular use of THC PLEASE do a reality check every so often:
Am I getting quality sleep?
Am I consuming alone?
Is THC affecting my relationships or life in any negative way?
I personally was smoking every night after college alone because I was bored and trying to avoid deep difficult feelings of grief - dumb I know. Consistent use WILL change your personality and life if you don’t truly need the drug. Best way to quit I found is to fast for 2 days if you can - if you can quit food you can quit weed! Now I only consume on a Fridays or Saturdays and only with friends. Best of luck your brain will thank u!",0,2024-03-09T09:40:51Z,0
@nojohny,"Yeah when I was smoking marijuana on a regular basis I had zero dreams, now that I quit,  2 months later I'm having the craziest dreams of my life. I even saw my ex girlfriend from high school and was glad to have seen her again.",0,2024-03-09T08:36:37Z,0
@morestupidforms,"I had various problems, nothing I could pin down, but didn't sleep a lot, and felt tired quite a lot of the time. Out like a light now, wake up with the dawn, without an alarm. I still don't sleep a huge amount, but feel the sleep I do get refreshes me more.",0,2024-03-09T07:52:33Z,0
@TokenDrew,Oh so that explains why I don't dream. Cuz I smoke alot. Guess I better take a break.,0,2024-03-09T07:27:55Z,0
@minkorrh,"Definitely makes it worse. A month of 3am, bed-soaking wakeups to the point I have to put a towel down and dry myself off. It's torture, but after about 3 weeks I can start to get about 5 hours a night which might get to 6 if I'm lucky. As someone who drives for a living, this quitting thing doesn't happen often.",0,2024-03-09T07:08:23Z,0
@jeremycassell7627,"Been smoking daily for like 10 years, from sun up to sun down for probably 6 or 7 of those years. Honestly sleep has never been something I’ve ever had an issue with, I usually easily fall asleep and can go back to sleep without issue if I wake up to use the bathroom in the night. If anything I fall asleep to easily, me and my brother joke that I’m getting like our grandfather because I fall asleep if we put a movie on in the evening lol. 
But I will say I do notice I don’t dream as often as I probably did when I was younger or if I do I find it hard to remember them for long after waking up. But great video!",0,2024-03-09T06:28:57Z,0
@SuicideStarboyy,Watching this video while high is pretty damn amazing. Lmfao!!,0,2024-03-09T06:23:28Z,0
@charlielima9080,CBN?,0,2024-03-09T04:47:21Z,0
@Fragadactilobs,"I consume a lot of THC, i have for a long time and i sleep great. No dreams though. I feel like the thing that helped me the most was cutting out my caffeine intake. But when i stop using THC, its hard to sleep and I get wild dreams. I feel like caffeine was probably messing with me more though.",0,2024-03-09T04:28:26Z,0
@espy0008,"I have extreme dreams when I use marijuana, even extended lucid dreams. I only have these when I go to sleep after using.",0,2024-03-09T04:26:05Z,0
@kabirjadhav5057,"Carbon released by vehicles are actuallycan be a cause of cancer and even a non smoker or a sober person can be affected by it. Smoking weed helps to regulate blood in our body very smoothly n it is helpful plant that every should consume with prescription or without. I'm not justifying Marijuana that it is completely good for us, everything has pros n cons in our lives
Stay safe stay Healthy ☘️",0,2024-03-09T03:51:01Z,0
@formantaudio,"im pretty sure the weed only helps with sleep as it is more used as something to relieve ptsd and the negative effects of pot on sleep with me vs the positives aren't worth not using it. I have gone through similar experiences using combos of benzos and other pharmaceuticals but pot is still the number one. I wouldn't suggest it anymore as a sleep aid for everyone as I never contributed my history of being abused as a child to the use of it until recently. 

As I get older, exercise and mental stimulation help put me to sleep more with the pot. Pot still helps though. If i'm not getting the Rem sleep necessary then I guess I have to deal with that as it's much better than not sleeping at all.",0,2024-03-09T03:21:53Z,0
@midnightkitty8172,"Go ahead and take my sleep -  I'M SMOKING THE WEED lol jk.
Thanks for this informative video, Like'd and Subscribed.",0,2024-03-09T03:14:07Z,0
@apete1977,After watching your video_ you are not smoking enough weed!,0,2024-03-09T02:48:53Z,0
@scottgalbraith7461,My biggest problem sleeping was shutting off my brain. Shutting off my brain was usually the goal while using cannabis.,0,2024-03-09T02:40:26Z,0
@mikescholz6429,"Wanna talk about affecting dreams, go to bed wearing a nicotine patch… incredibly vivid… and the only way I’ve ever lucid dreamed.",0,2024-03-09T02:08:15Z,0
@1MummRa,"Since I stopped smoking my dreams are more clearer and I can remember them almost every time and its been about a month, and i was a daily user for years!",0,2024-03-09T00:27:29Z,0
@freezebrain4905,"My experiences with my 20year weed habit are exactly what all your studies showed…I now smoke way less and life is more enjoyable not being so high all the time especially the daily use. Now when I light up I’m super giggly and excited to smoke, and the experience is so much better.",0,2024-03-08T23:57:26Z,0
@evan007rose,"as someone with severe PTSD/depression, weed allows me to sleep without dreading horrible nightmares, and get through my days feeling more happy and hopeful. it also helps ease my intense nerve pain (still trying to work out if it's psychosomatic or old injury related, could be a combo of both). it sucks that dreams are what is getting you well rested. I've been in trauma therapy a year and it has already changed my life a lot. i hope someday i can reduce my intake, but for now the symptoms of my PTSD are so much worse without it, I need it to function...",0,2024-03-08T23:27:12Z,0
@Fish_Ventura,Well said,0,2024-03-08T22:04:05Z,0
@shebby8002,"I can confirm. I'm 33 and I've been consuming pot with THC daily for over 15 years. I switched to vaping at 20 and I can't say that I'm putting my physical health at risk. However, it does take a toll on my memory and my ability to register what's going on around me. That's why I decided a year ago to quit to see how my body would feel. The moment I came off THC, my body refused to sleep. It couldn't fall asleep and keep me asleep for more than 1-2 hours. I had to take a sleeping pill every 3rd day to force my body to sleep. I told myself it would take a while and my head would straighten out, but after 2 months I gave up. I couldn't function with such a tired body. Once I started THC again my sleep returned to normal. I would like to stop but my head doesn't want to. If there is anyone here who has had the same problem and solved it, I would be very grateful for advice on how to do it.",0,2024-03-08T21:48:44Z,0
@macoediv,smoke all day sleep all night. I do not dream much. I do day dream a little more intensley.,0,2024-03-08T20:33:43Z,0
@user-xq6xh8jb9j,"Each and every person will experience the high differently, don't put your trust into a video that will be outdated in time",0,2024-03-08T19:17:36Z,0
@jpdude7274,I have ptsd with nightmares when I sleep but with herb no dreams better sleep,0,2024-03-08T18:33:31Z,0
@Stillactive1,Thanks for the video bro. I smoke crazy and my sleeping habits are horrible ima test it out.,0,2024-03-08T17:39:40Z,0
@SithBich,Good video,0,2024-03-08T17:35:00Z,0
@zigwil153,"As one who can attest, sleeping after drinking brings dreams in like you're in a theatre all night. Smoking quells dreaming. Anyone ever swing (punch) during sleep?",0,2024-03-08T17:07:36Z,0
@whiteowl8703,If your anything like me with PTSD — and are subject to nightmares cannabis becomes a gift from nature/God. ❤,0,2024-03-08T16:13:13Z,0
@yackablejohnson1485,I'm high 24hrs a day. None of this is true unless you smoke Sativas before bed or that grow chemicle enhanced weed sold everywhere.,0,2024-03-08T15:54:06Z,0
@phillymopwater,my dreams never stop. Vivid and rich dreams every single night regardless of weed usage. I also know this to be true for multiple of my close friends/family members. The weed/no dream thing may be an overall accurate generalization but definitely nothing more than that.,0,2024-03-08T15:32:50Z,0
@American_Express_my_love_,True I smoke everyday,0,2024-03-08T13:55:47Z,0
@samanderson7073,"In my experience I’ve noticed extreme lucid dreaming to the point where sometimes it’s difficult to tell the difference between what is real and what is not, things as small as friends I don’t talk to anymore coming back into my life or as extreme as where I live and what job I have, I quit smoking a week ago and the other day dreamed that me and my brother were behind the 9/11 attack, im 19 and he’s 16, but everyone’s experience is different",0,2024-03-08T13:16:56Z,0
@user-yh7db1hm4x,Smoked weed 36 years finally gave up about a year ago. The nightmares where real crazy dreams sweating was awful but now a year later ive never slept better honestly giving up was best thing i ever did an the sleep is fantastic without it so....... Honest story guys,0,2024-03-08T11:55:45Z,0
@Swearengen1980,"All accurate to my experience. PTSD, insomnia, some anxiety and depression....It took me 2+ hours to go to sleep; can't shut off my brain. Indica knocks me out in 5-10 minutes. But the cons of dreams/less quality sleep is still a problem. I start waking up at 3-4 and often don't go back to sleep. I don't get REM until late morning, usually if I can get back to sleep (trackers are great). I've been considering trying to stop, but I also have to address some fairly mild sleep apnea. Was hoping to stay on the weed until I get use to whatever device I end up with. Suppose I can always go back to trazadone.",1,2024-03-08T11:54:52Z,0
@Shapeless-ce7zq,It's so nice not dreaming when i smoke.,0,2024-03-08T09:56:12Z,0
@trdsport,Podcast or POTcast😂,0,2024-03-08T09:12:58Z,0
@shadow668958,"Shit gave me sleep paralysis, i only smoke when im wide awake now",0,2024-03-08T07:42:44Z,0
@youbobmaster,In my case its helping. Cus i van fall asleep easier which is kinda hard for ne usually,0,2024-03-08T07:32:48Z,0
@nogem1,...but what about Tim Hortons,0,2024-03-08T07:26:31Z,0
